recipe_id,acc_select,acc_holdout
CSR_90,0.88,0.708333333333333
CSR_91,0.88,0.75
CSR_92,0.88,0.708333333333333
CSR_93,0.88,0.75
CSR_94,0.88,0.708333333333333
CSR_95,0.88,0.75
CSR_96,0.88,0.791666666666667
CSR_98,0.88,0.75
GFZ_10,0.88,0.791666666666667
GFZ_112,0.88,0.791666666666667
GFZ_113,0.88,0.791666666666667
GFZ_115,0.88,0.75
GFZ_117,0.88,0.791666666666667
GFZ_119,0.88,0.791666666666667
GFZ_184,0.88,0.833333333333333
GFZ_186,0.88,0.833333333333333
GFZ_190,0.88,0.791666666666667
GFZ_21,0.88,0.875
GFZ_210,0.88,0.875
GFZ_224,0.88,0.833333333333333
GFZ_227,0.88,0.791666666666667
GFZ_240,0.88,0.833333333333333
GFZ_245,0.88,0.791666666666667
GFZ_247,0.88,0.833333333333333
GFZ_252,0.88,0.75
GFZ_254,0.88,0.75
GFZ_336,0.88,0.833333333333333
